Country,state,city,region,region_alt,region_alt_2,region_alt_atlantia,am
BR,Bahia,Ubaitaba,Nordeste,,,,AM de Rest of Bahia
BR,Bahia,Aiquara,Nordeste,,,,AM de Rest of Bahia
NI,Rivas,Rivas,Region II,,,,
BR,Pernambuco,Sertânia,Nordeste,,,,AM de Rest of Pernambuco
BR,Minas Gerais,Alvorada de Minas,Sudeste,,,,AM de Rest of Minas
BR,Bahia,Anagé,Nordeste,,,,AM de Rest of Bahia
CO,Sucre,Sucre,Atlantic,Costa Atlantica,,Norte,
BR,Paraíba,Cacimba de Dentro,Nordeste,,,,
NI,Matagalpa,Matiguás,Region III,,,,
BR,Alagoas,Chã Preta,Nordeste,,,,
BR,Rio Grande do Sul,Capão da Canoa,Sul,,,,AM de Rest of Rio Grande do Sul
NI,León,La Paz Centro,Region II,,,,
BR,Pernambuco,Toritama,Nordeste,,,,AM de Rest of Pernambuco
MX,Puebla,Tlanepantla,East,Area 4,Sur,Occidente Pacífico,
BR,São Paulo,Analândia,Sudeste,,,,AM de Rest of SP
MX,Chiapas,Catazajá,Southwest,Area 6,,,
MX,Oaxaca,Teotitlan de Flores Magon,Southwest,Area 6,,,
PE,Ayacucho,,Central,,,,
NI,León,Nagorote,Region II,,,,
CO,Norte de Santander,Bochalema,Oriental,Oriente,,,
UY,Canelones,Aguas Corrientes,Metropolitana,,,,
BR,Bahia,Sítio do Quinto,Nordeste,,,,AM de Rest of Bahia
BR,Minas Gerais,Cuparaque,Sudeste,,,,AM de Rest of Minas
BR,Santa Catarina,Belmonte,Sul,,,,AM de Rest of Santa Catarina
MX,Puebla,Nealticán,East,Area 4,Sur,Occidente Pacífico,
EC,Guayas,Colimes,Costa/Cost,Guayas,,Pichincha,
CR,Heredia,San Antonio de Belen,Other,,,,
CO,Boyacá,Chinavita,Oriental,Centro,,Andes,
PY,Itapúa,Tomas R. Pereira,Oriental,,,,
BR,Paraná,Planalto,Sul,,,,AM de Rest of Parana
SV,Sonsonate,San Julián,Occidental,,,,
MX,Jalisco,Atengo,West,Area 3,Occidente,Sureste,
CL,Maule,Villa Alegre,Central,Centro,,,
PE,La Libertad,San Pedro de Lloc,North,,,,
BR,Rio de Janeiro,Quatis,Sudeste,,,,AM de Rest of Rio
BR,Paraíba,Soledade,Nordeste,,,,
BR,Ceará,Varjota,Nordeste,,,,AM de Rest of Ceara
CL,La Araucanía,Curacautín,Southern,,,,
CO,Santander,Florián,Oriental,Oriente,,,
AR,Misiones,El Soberbio,Noreste,,,,
BR,Paraíba,Vista Serrana,Nordeste,,,,
BR,Bahia,Érico Cardoso,Nordeste,,,,AM de Rest of Bahia
CR,Alajuela,Puerto Nuevo,Alajuela,,,,
CR,San José,Tinamaste,San Jose,,,,
SV,Sonsonate,Huiscoyolate,Occidental,,,,
SV,San Salvador,Asino,Central,,,,
BR,Pernambuco,Tupanatinga,Nordeste,,,,AM de Rest of Pernambuco
SV,San Salvador,Barrio Victorias,Central,,,,
BR,Maranhão,Marajá do Sena,Nordeste,,,,
AR,Córdoba,La Cumbre,Centro,,,,
BR,Bahia,Contendas do Sincorá,Nordeste,,,,AM de Rest of Bahia
NI,Rivas,Ochomogo,Region II,,,,
BR,São Paulo,Fartura,Sudeste,,,,AM de Rest of SP
NI,Carazo,Santa Teresa,Region II,,,,
BR,Minas Gerais,Córrego Danta,Sudeste,,,,AM de Rest of Minas
BR,Santa Catarina,Ipira,Sul,,,,AM de Rest of Santa Catarina
BR,Mato Grosso do Sul,Porto Murtinho,Centro-Oeste,,,,AM de Campo Grande
SV,Ahuachapán,Cantón Zarzal,Occidental,,,,
AR,La Pampa,Quemú Quemú,Patagonia,,,,
SV,Santa Ana,Caserío Amatillo,Occidental,,,,
SV,Sonsonate,Agua Santa,Occidental,,,,
BR,São Paulo,Lutécia,Sudeste,,,,AM de Rest of SP
GT,Chimaltenango,Santa Apolonia,Region V- Central,,,,
SV,La Paz,Tierra Blanca,Paracentral,,,,
BR,Bahia,Sapeaçu,Nordeste,,,,AM de Rest of Bahia
BR,Rio Grande do Sul,Lavras do Sul,Sul,,,,AM de Rest of Rio Grande do Sul
AR,Chubut,,Patagonia,,,,
NI,Chinandega,San Benito,Region III,,,,
UY,Canelones,Empalme Sauce,Metropolitana,,,,
MX,Oaxaca,San Jerónimo Tecoatl,Southwest,Area 6,,,
UY,Colonia,Juan Lacaze,Litoral,,,,
BR,Tocantins,Barrolândia,Norte,,,,
BR,Maranhão,Senador Alexandre Costa,Nordeste,,,,
CR,Puntarenas,Boruca,Other,,,,
SV,Sonsonate,Balsamar,Occidental,,,,
BR,Rio Grande do Sul,Palmitinho,Sul,,,,AM de Rest of Rio Grande do Sul
SV,Sonsonate,Cantón Piedras Pachas,Occidental,,,,
BR,Piauí,Francinópolis,Nordeste,,,,
BR,Rio Grande do Sul,Liberato Salzano,Sul,,,,AM de Rest of Rio Grande do Sul
MX,Chihuahua,Cusihuiriachi,Northwest,Area 2,Norte,Norte,
MX,Hidalgo,Tolcayuca,East,Area 4,Sur,Occidente Pacífico,
MX,Oaxaca,Santa María Petapa,Southwest,Area 6,,,
MX,Estado de México,Tonanitla,South-Central,Area 4,Sur,Occidente Pacífico,AM de Ciudad de México
SV,Ahuachapán,Las Brisas,Occidental,,,,
BR,Rio Grande do Sul,Dois Lajeados,Sul,,,,AM de Rest of Rio Grande do Sul
CR,Guanacaste,Huacalito,Other,,,,
MX,Yucatán,Calotmul,Southeast,Area 6,,,
BR,Tocantins,Bernardo Sayão,Norte,,,,
CO,Boyacá,Pisba,Oriental,Centro,,Andes,
SV,Sonsonate,Tapalshucut,Occidental,,,,
SV,Santa Ana,Caserío Los Pinos,Occidental,,,,
NI,León,Las Mercedes,Region II,,,,
NI,Matagalpa,Chile,Region III,,,,
BR,Santa Catarina,Ibicaré,Sul,,,,AM de Rest of Santa Catarina
NI,Chontales,El Cacao,Region III,,,,
SV,Santa Ana,Cantón Libertad,Occidental,,,,
MX,Sonora,San Pedro de la Cueva,Northwest,Area 1,Centro,Central Bajio,
SV,Usulután,El Jícaro,Oriental,,,,
SV,Sonsonate,Caserío El Presidio,Occidental,,,,
NI,Rivas,El Palmarcito,Region II,,,,
CR,Limón,Comadre,Other,,,,
MX,Chiapas,Bejucal de Ocampo,Southwest,Area 6,,,
SV,San Salvador,Cantón Las Ánimas,Central,,,,
CR,San José,Barrio La Equitativa,San Jose,,,,
PR,Arecibo,Dorado,Other,,,,San Juan
ES,Lérida,,Cataluña,,,,
MX,Michoacán de Ocampo,Zináparo,West,Area 3,Occidente,Sureste,
NI,Matagalpa,Paxila,Region III,,,,
SV,Santa Ana,Caserío Nancintepeque,Occidental,,,,
CR,San José,El Durazno,San Jose,,,,
MX,Oaxaca,San Juan Mixtepec Distrito 26,Southwest,Area 6,,,
AR,La Rioja,Vinchina,Cuyo,,,,
SV,Usulután,El Alambre,Oriental,,,,
CR,Alajuela,San Judas,Alajuela,,,,
CR,Guanacaste,Castillo del Oro,Other,,,,
SV,Morazán,El Paraíso,Oriental,,,,
UY,Colonia,Boné,Litoral,,,,
VE,Carabobo,San Joaquín,Central,,,,
SV,La Union ,Los Ranchos,Oriental,,,,
SV,Cabañas,Los Navarrete,Paracentral,,,,
CR,Heredia,Santa Cruz,,,,,
SV,Usulután,Caserío Tempisque,Oriental,,,,
SV,Ahuachapán,Santa Rosa Acacalco,Occidental,,,,
UY,Tacuarembó,,,,,,
CR,Puntarenas,Bajo Negro,Other,,,,
MX,Oaxaca,Santa Lucía Ocotlán,Southwest,Area 6,,,
SV,Sonsonate,Hacienda Santa Clara,Occidental,,,,
SV,Usulután,El Jocote,Oriental,,,,
SV,Usulután,Los Ríos,Oriental,,,,
CR,Cartago,Azul,,,,,
SV,Ahuachapán,El Pital,Occidental,,,,
SV,Usulután,La Ceiba,Oriental,,,,
ES,,,Andalucía,,,,
CR,Limón,Plévades,Other,,,,
NI,Managua,Los Ranchos,Region I,,,,
PA,,Bogotá,,,,,
SV,San Salvador,San José Aquacatitán,Central,,,,
NI,Nueva Segovia,Las Vueltas,Region III,,,,
MX,Oaxaca,San Andrés Paxtlán,Southwest,Area 6,,,
MX,Oaxaca,Santa María Natívitas,Southwest,Area 6,,,
NI,Matagalpa,Santa Fe,Region III,,,,
SV,Santa Ana,San Sebastián Arriba,Occidental,,,,
UY,Tacuarembó,Pablado Paso de Ceferino,Norte,,,,
CR,Guanacaste,Solania,Other,,,,
SV,San Salvador,Pischishapa,Central,,,,
SV,La Union ,Los Hatillos,Oriental,,,,
MX,Oaxaca,Santa Cruz Papalutla,Southwest,Area 6,,,
SV,San Vicente,Las Minas,Paracentral,,,,
NI,Boaco,Tierra Blanca,Region III,,,,
NZ,Manawatu District,,,,,,
CL,Metropolitana de Santiago,Batuco,,,,,
CR,Limón,Siete,Other,,,,
MX,Oaxaca,,Southwest,Area 6,,,AM de Ciudad de México
SV,Cuscatlán,Valle Las Ánimas,Central,,,,
SV,La Paz,Santa Teresa del Porfiado,Paracentral,,,,
AR,Ciudad de Buenos Aires,Villa Crespo,Ciudad de Buenos Aires,,,,
MX,Oaxaca,Santa María Yalina,Southwest,Area 6,,,
BR,São Paulo,Guarulhos,Sudeste,,,,AM de Curitiba
UY,Durazno,Rincón de Baygorria,Centro-sur,,,,
NI,Masaya,Hato Grande,Region II,,,,
CR,Alajuela,Marina,Alajuela,,,,
SV,La Union ,La Cofradía,Oriental,,,,
CR,Guanacaste,Galilea,Other,,,,
SV,Sonsonate,Las Peñas,Occidental,,,,
VE,Portuguesa,Turén,,,,,
SV,Ahuachapán,San Ramón,Occidental,,,,
GT,Sacatepéquez,Jocotenango,,,,,
UY,Colonia,Pueblo de la Paz,Litoral,,,,
SV,Chalatenango,Sitio Los Núñez,Central,,,,
BR,Goiás,Goiânia,Centro-Oeste,,,,AM de Goiânia
CO,Cundinamarca,Chía,Central,Centro,,Andes,AM de Bogotá
CL,Metropolitana de Santiago,Recoleta,Metropolitana de Santiago,,,,AM de Santiago
BR,Rio Grande do Sul,Cachoeirinha,Sul,,,,AM de Porto Alegre
CL,Metropolitana de Santiago,Las Condes,Metropolitana de Santiago,,,,AM de Santiago
MX,Jalisco,Bolaños,West,Area 3,Occidente,Sureste,
EC,El Oro,Atahualpa,Costa/Cost,Costa,,Costa,
BR,Minas Gerais,Tiradentes,Sudeste,,,,AM de Rest of Minas
EC,El Oro,Piñas,Costa/Cost,,,,
BR,Minas Gerais,São José da Lapa,Sudeste,,,,AM de Rest of Minas
MX,Veracruz de Ignacio de la Llave,Tecolutla,East,Area 6,,,
ES,Granada,,Andalucía,Sur (South),,,
BR,São Paulo,Junqueirópolis,Sudeste,,,,AM de Rest of SP
MX,Ciudad de México,Tlalpan,South-Central,Area 5,,,AM de Ciudad de México
CL,Metropolitana de Santiago,Independencia,Metropolitana de Santiago,Metropolitana,,,AM de Santiago
MX,Guerrero,Taxco de Alarcon,Southwest,Area 4,Sur,Occidente Pacífico,
CO,Quindió,Armenia,Central,Antioquia / Eje Cafetero,,Centro,
BR,Paraná,Campina Grande do Sul,Sul,,,,AM de Curitiba
BR,Rio Grande do Sul,São Borja,Sul,,,,AM de Rest of Rio Grande do Sul
AR,Resto de la Provincia de Buenos Aires,Berisso,Provincia de Buenos Aires,,,,
PE,La Libertad,Pacasmayo,North,,,,
BR,Paraná,Cêrro Azul,Sul,,,,AM de Curitiba
ES,Asturias ,,Principado de Asturias,Noroeste (North West),,,
VE,Nueva Esparta,Pampatar,Insular,,,,
AR,Jujuy,Palpalá,Noroeste,,,,Gran San Salvador de Jujuy
CL,Maule,Parral,Central,Centro,,,
BR,Bahia,Luis Eduardo Magalhães,Nordeste,,,,AM de Rest of Bahia
BR,Paraíba,Conceição,Nordeste,,,,
BR,Minas Gerais,Vazante,Sudeste,,,,AM de Rest of Minas
UY,Maldonado,San Carlos,Este,,,,
SV,San Miguel,Colonia Conde,Oriental,,,,
CR,Guanacaste,Sardinal,Other,,,,
BR,São Paulo,Paraibuna,Sudeste,,,,AM de Rest of SP
CR,Alajuela,Alfaro,Alajuela,,,,
NI,Carazo,Diriamba,Region II,,,,
BR,Goiás,Santa Rita do Araguaia,Centro-Oeste,,,,AM de Rest of Goias
MX,Chiapas,Solosuchiapa,Southwest,Area 6,,,
BR,Minas Gerais,Piumhi,Sudeste,,,,AM de Rest of Minas
BR,Bahia,Ruy Barbosa,Nordeste,,,,AM de Rest of Bahia
BR,São Paulo,Dois Córregos,Sudeste,,,,AM de Rest of SP
NI,Atlántico Norte,Puerto Cabezas,Region IV,,,,
BR,São Paulo,Braúna,Sudeste,,,,AM de Rest of SP
MX,Chiapas,Salto del Agua,Southwest,Area 6,,,
BR,Goiás,Bela Vista de Goiás,Centro-Oeste,,,,AM de Goiânia
BR,Mato Grosso,São José do Rio Claro,Centro-Oeste,,,,
EC,Morona Santiago,Gualaquiza,Amazonica,,,,
BR,Minas Gerais,Francisco Sá,Sudeste,,,,AM de Rest of Minas
BR,Minas Gerais,Barão de Cocais,Sudeste,,,,AM de Rest of Minas
BR,Minas Gerais,Santana da Vargem,Sudeste,,,,AM de Rest of Minas
EC,Guayas,Balzar,Costa/Cost,,,,
NI,Managua,Las Colinas,Region I,,,,
CL,La Araucanía,Vilcún,Southern,Sur,,,AM de Temuco
BR,Maranhão,Pio XII,Nordeste,,,,
MX,Durango,Santiago Papasquiaro,Northwest,Area 2,Norte,Norte,
PY,Central,Mariano Roque Alonso,Oriental,,,,
PY,Caazapá,San Juan Nepomuceno,Oriental,,,,
VE,Miranda,Caucagüita,Capital,,,,
PA,Colón,Donoso,Colon,,,,
UY,Soriano,Egaña,Litoral,,,,
AR,Santa Cruz,Puerto Deseado,Patagonia,,,,
MX,Puebla,San Antonio Cañada,East,Area 4,Sur,Occidente Pacífico,
BR,Maranhão,Alto Parnaíba,Nordeste,,,,
MX,Oaxaca,San Juan Guichicovi,Southwest,Area 6,,,
PA,Herrera,Parita,Other,,,,
MX,Querétaro,Amealco de Bonfin,North-Central,Area 4,Sur,Occidente Pacífico,
CR,San José,San Juan de Dios,San Jose,,,,
PY,Canindeyú,Nueva Esperanza,Oriental,,,,
CL,Maule,Curicó,,,,,
BR,Paraná,Terra Rica,Sul,,,,AM de Rest of Parana
GT,Retalhuleu,San Martín Zapotitlán,Region VI- Suroccidental,,,,
MX,Hidalgo,San Bartolo Tutotepec,East,Area 4,Sur,Occidente Pacífico,
BR,Piauí,Santa Cruz do Piauí,Nordeste,,,,
AR,La Rioja,,Cuyo,,,,
BR,Maranhão,São Pedro da Água Branca,Nordeste,,,,
SV,San Miguel,Capulín,Oriental,,,,
NI,Managua,Monte Fresco,Region I,,,,
BR,Rio Grande do Sul,Vila Nova do Sul,Sul,,,,AM de Rest of Rio Grande do Sul
CL,La Araucanía,,Southern,,,,
MX,Puebla,San Felipe Teotlalcingo,East,Area 4,Sur,Occidente Pacífico,AM de Puebla
AR,Chubut,Leleque,Patagonia,,,,
NI,Estelí,La Trinidad,Region II,,,,
BR,Paraná,São Jerônimo da Serra,Sul,,,,AM de Rest of Parana
SV,Cabañas,Izcatal,Paracentral,,,,
CO,Chocó,Río Iro,Pacific,Antioquia / Eje Cafetero,,Centro,
BR,São Paulo,Taquarivaí,Sudeste,,,,AM de Rest of SP
BR,Goiás,Jussara,Centro-Oeste,,,,AM de Rest of Goias
BR,Bahia,Urandi,Nordeste,,,,AM de Rest of Bahia
BR,Tocantins,Ananás,Norte,,,,
CR,Cartago,Birricitio,Cartago,,,,
UY,Paysandú,San Félix,Norte,,,,
CO,Vichada,Cumaribo,Orinoquia,Oriente,,,
SV,Sonsonate,El Caulote,Occidental,,,,
BR,Maranhão,Presidente Vargas,Nordeste,,,,
SV,Morazán,El Rosario,Oriental,,,,
CO,Cundinamarca,Ospina Pérez,Central,Centro,,Andes,
BR,Amazonas,Novo Aripuanã,Norte,,,,
BR,Alagoas,Piaçabuçu,Nordeste,,,,
BR,Rio Grande do Sul,Turuçu,Sul,,,,AM de Rest of Rio Grande do Sul
MX,Puebla,Atoyatempan,East,Area 4,Sur,Occidente Pacífico,
CR,Limón,Amubri,Other,,,,
MX,Tlaxcala,Cuaxomulco,East,Area 4,Sur,Occidente Pacífico,AM de Tlaxcala
MX,Durango,Tamazula,Northwest,Area 2,Norte,Norte,
BR,Tocantins,Itaporã do Tocantins,Norte,,,,
SV,San Miguel,La Pelota,Oriental,,,,
MX,Puebla,Coyotepec,East,Area 4,Sur,Occidente Pacífico,
BR,Rio Grande do Norte,São Pedro,Nordeste,,,,
PE,Lima,Lince,Lima and Callao,,,,
NI,Boaco,Cruz,Region III,,,,
CR,San José,Santa Cecilia,San Jose,,,,
SV,Santa Ana,Cantón Matasano,Occidental,,,,
AR,Resto de la Provincia de Buenos Aires,Salliqueló,Provincia de Buenos Aires,,,,
CL,Biobío,San Rosendo,Southern,Sur,,,
CR,San José,Lagunilla,San Jose,,,,
SV,San Miguel,Hacienda La Estancia,Oriental,,,,
SV,La Paz,Santa Teresa,Paracentral,,,,
CO,Santander,Santa Helena,Oriental,Oriente,,,
BR,Bahia,Nova Ibiá,Nordeste,,,,AM de Rest of Bahia
SV,Sonsonate,Los Naranjos,Occidental,,,,
BR,Piauí,São José do Peixe,Nordeste,,,,
SV,La Union ,El Piche,Oriental,,,,
SV,Sonsonate,El Zapote,Occidental,,,,
SV,La Paz,Nonualco,Paracentral,,,,
SG,Novena,,Central Region,,,,
MX,Oaxaca,Santiago Niltepec,Southwest,Area 6,,,
SV,Usulután,Santiago,Oriental,,,,
CR,Alajuela,Guayabal,Alajuela,,,,
BR,Goiás,Jaupaci,Centro-Oeste,,,,AM de Rest of Goias
NI,Chontales,La Manga,Region III,,,,
CR,Guanacaste,Nuevo Colón,Other,,,,
CR,San José,San Ramón Norte,San Jose,,,,
MX,Veracruz de Ignacio de la Llave,Carrillo Puerto,East,Area 6,,,
UY,Soriano,Vera,Litoral,,,,
NI,Rivas,El Limón,Region II,,,,
UY,Rocha,Pueblo Velázquez,Este,,,,
CR,Limón,Bolivia,Other,,,,
CR,San José,San Luis,San Jose,,,,
SV,Sonsonate,El Zarzalito,Occidental,,,,
NI,Matagalpa,El Carao,Region III,,,,
SV,La Union ,Carbonal,Oriental,,,,
SV,Usulután,El Níspero,Oriental,,,,
CR,San José,Cirrí,San Jose,,,,
UY,Salto,Oribe,Norte,,,,
SV,Santa Ana,El Tesoro,Occidental,,,,
NZ,Lower Hutt City,,,,,,
CR,Guanacaste,La Islita,Other,,,,
PE,San Martín,Yunguyo,North,,,,
UY,Tacuarembó,Poblado Godoy,Norte,,,,
CO,Meta,El Calvario,Orinoquia,Oriente,,,
MX,Oaxaca,Tepelmeme Villa de Morelos,Southwest,Area 6,,,
MX,Sinaloa,,Northwest,Area 1,Centro,Central Bajio,
UY,Rivera,Rivera,,,,,
CR,Puntarenas,Pánica,Other,,,,
SG,Mandai,,North Region,,,,
NI,Granada,Jesús María,Region II,,,,
SV,Usulután,Campanero,Oriental,,,,
NI,León,Caserío El Espino,Region II,,,,
NI,Managua,El Apante,Region I,,,,
NI,León,El Piñuelar,Region II,,,,
SV,Ahuachapán,Las Chinimas,Occidental,,,,
CR,Guanacaste,El Paso ,Other,,,,
MX,Oaxaca,San Andrés Tepetlapa,Southwest,Area 6,,,
BR,Rio Grande do Sul,Cachoeirinha,Sul,,,,
MX,Oaxaca,Zapotitlán Palmas,Southwest,Area 6,,,
NI,Chinandega,Caserío Los Portillos,Region III,,,,
CO,Cundinamarca,Manta,,Centro,,Andes,
SV,San Miguel,Ojo de Agua,Oriental,,,,
SV,La Union ,El Siricuario,Oriental,,,,
SG,Tanglin,,Central Region,,,,
SV,Cuscatlán,Hacienda Copapayo,Central,,,,
CR,San José,Teruel,San Jose,,,,
MX,Estado de México,Coacalco de Berriozabal,South-Central,Area 4,Sur,Occidente Pacífico,
MX,Estado de México,Metepec,South-Central,Area 2,Norte,Norte,AM de Toluca
CL,Coquimbo,Ovalle,,,,,
NI,Managua,Tipitapa,,,,,
SV,San Vicente,Santa Gertrudis,Paracentral,,,,
NI,Managua,Las Ranas,Region I,,,,
CR,Puntarenas,Río Seco,Other,,,,
CO,Tolima,Líbano,,Centro,,Andes,
CL,Biobío,Hualqui,,,,,AM de Concepción
NI,Jinotega,Wayawás,Region IV,,,,
SV,Santa Ana,Caserío El Mogote,Occidental,,,,
CR,Guanacaste,La Chiva,Other,,,,
SV,Sonsonate,San Eugenio,Occidental,,,,
DO,El Seibo,,,,,,
CO,Antioquia,Carepa,,Antioquia / Eje Cafetero,,Centro,
CR,Guanacaste,Zompopa,Other,,,,
NI,Matagalpa,Santa Rosa de Lima,Region III,,,,
MX,Aguascalientes,Aguascalientes,North-Central,Area 3,Occidente,Sureste,
UY,Montevideo,Buceo,,,,,
CR,Guanacaste,Chinampas,Other,,,,
BR,Espírito Santo,Vitória,Sudeste,,,,AM de Rio de Janeiro
UY,Tacuarembó,Novillos,Norte,,,,
PR,Ponce,Adjuntas,,,,,
NI,Rivas,San Miguel,Region II,,,,
BR,Minas Gerais,Formiga,Sudeste,,,,
CL,Metropolitana de Santiago,Santiago,Metropolitana de Santiago,Metropolitana,,,AM de Santiago
EC,Pichincha,Mejía,Sierra,,,,
BR,Pará,Santarém,Norte,,,,
CO,Córdoba,San Bernardo Viento,Atlantic,Costa Atlantica,,Norte,
BR,São Paulo,Ubatuba,Sudeste,,,,AM de Rest of SP
AR,Neuquén,Neuquén,Patagonia,,,,
AR,Córdoba,Cosquín,Centro,,,,
BR,Goiás,Senador Canedo,Centro-Oeste,,,,AM de Goiânia
EC,Manabí,Bolívar,Costa/Cost,,,,
BR,São Paulo,Itapecerica da Serra,Sudeste,,,,AM de São Paulo
BR,Minas Gerais,Sabará,Sudeste,,,,AM de Rest of Minas
BR,Pernambuco,Rio Formoso,Nordeste,,,,AM de Rest of Pernambuco
BR,Piauí,São Luís do Piauí,Nordeste,,,,
BR,São Paulo,Bofete,Sudeste,,,,AM de Rest of SP
BR,São Paulo,Paraguaçu Paulista,Sudeste,,,,AM de Rest of SP
UY,Montevideo,Villa del Cerro,Metropolitana,,,,
BR,São Paulo,São José do Rio Pardo,Sudeste,,,,AM de Rest of SP
CO,Cundinamarca,Guaduas,Central,Centro,,Andes,
BR,Bahia,Itapebi,Nordeste,,,,AM de Rest of Bahia
MX,Hidalgo,San Agustin Tlaxiaca,East,Area 4,Sur,Occidente Pacífico,AM de Pachuca de Soto
GT,Quiché,Uspantán,Region VII- Noroccidental,,,,
BR,Maranhão,Magalhães de Almeida,Nordeste,,,,
BR,Pernambuco,Triunfo,Nordeste,,,,AM de Rest of Pernambuco
MX,Sinaloa,Navolato,Northwest,Area 1,Centro,Central Bajio,AM de Culiacan
CR,San José,Barrio Sagrada Familia,San Jose,,,,
AR,Resto de la Provincia de Buenos Aires,Maipú,Provincia de Buenos Aires,,,,
BR,Pará,Breu Branco,Norte,,,,
BR,São Paulo,Novo Horizonte,Sudeste,,,,AM de Rest of SP
MX,Jalisco,Poncitlan,West,Area 3,Occidente,Sureste,
BR,Rio de Janeiro,Cordeiro,Sudeste,,,,AM de Rest of Rio
CO,Cundinamarca,El Colegio,Central,Centro,,Andes,
VE,Mérida,Sucre,Los Andes,,,,AM de Mérida
BR,Bahia,Itororó,Nordeste,,,,AM de Rest of Bahia
NI,Chinandega,Posoltega,Region III,,,,
UY,Montevideo,Arroyo Seco,Metropolitana,,,,
BR,São Paulo,Salto de Pirapora,Sudeste,,,,AM de Rest of SP
PY,Central,San Lorenzo,Oriental,,,,
MX,Yucatán,Dzemul,Southeast,Area 6,,,
BR,Maranhão,Parnarama,Nordeste,,,,
BR,Goiás,Alexânia,Centro-Oeste,,,,AM de Brasilia
UY,Soriano,Soriano,Litoral,,,,
EC,Cañar,La Troncal,Sierra,,,,
BR,Bahia,Adustina,Nordeste,,,,AM de Rest of Bahia
CL,Biobío,Quilleco,Southern,Sur,,,
BR,Minas Gerais,Simonésia,Sudeste,,,,AM de Rest of Minas
CR,Guanacaste,Limonal,Other,,,,
BR,Bahia,Santanópolis,Nordeste,,,,AM de Rest of Bahia
BR,Paraná,Roncador,Sul,,,,AM de Rest of Parana
CL,Metropolitana de Santiago,Huechuraba,Metropolitana de Santiago,Metropolitana,,,AM de Santiago
MX,San Luis Potosí,Cardenas,North-Central,Area 2,Norte,Norte,
BR,Paraná,Teixeira Soares,Sul,,,,AM de Rest of Parana
CL,Libertador General Bernardo O'Higgins,Santa Cruz,Central,Centro,,,
MX,Zacatecas,Villanueva,North-Central,Area 2,Norte,Norte,
BR,Minas Gerais,Soledade de Minas,Sudeste,,,,AM de Rest of Minas
CO,Norte de Santander,El Zulia,Oriental,Oriente,,,AM de Cúcuta
SV,Sonsonate,Miravalles,Occidental,,,,
BR,Goiás,Chapadão do Céu,Centro-Oeste,,,,AM de Rest of Goias
GT,Santa Rosa,Pueblo Nuevo Viñas,Region IV- Suroriental,,,,
PE,Ayacucho,Ayacucho,,,,,
AR,Resto de la Provincia de Buenos Aires,San Cayetano,Provincia de Buenos Aires,,,,
GT,Chiquimula,San Juan Ermita,Region III- Nororiental,,,,
PE,Puno,Lampa,South,,,,
BR,Minas Gerais,Piracema,Sudeste,,,,AM de Rest of Minas
BR,Paraná,São Pedro do Paraná,Sul,,,,AM de Rest of Parana
BR,São Paulo,Fernão,Sudeste,,,,AM de Rest of SP
BR,Pará,Cachoeira do Arari,Norte,,,,
BR,Rio Grande do Sul,Travesseiro,Sul,,,,AM de Rest of Rio Grande do Sul
CR,San José,Rancho Largo,San Jose,,,,
CR,San José,Vuelta de Jorco,San Jose,,,,
CO,Boyacá,Cubará,Oriental,Centro,,Andes,
BR,Ceará,Ibicuitinga,Nordeste,,,,AM de Rest of Ceara
MX,Coahuila de Zaragoza,Guerrero,Northeast,Area 2,Norte,Norte,
NI,Managua,Miraflores,Region I,,,,
NI,Managua,Caserío San Jorge,Region I,,,,
EC,Pastaza,Mera,Amazonica,Amazónica,,,
CR,Alajuela,Rosario,Alajuela,,,,
UY,San José,Kiyú,Metropolitana,,,,
SV,La Union ,Playas Negras,Oriental,,,,
BR,Bahia,Firmino Alves,Nordeste,,,,AM de Rest of Bahia
CO,Cauca,Almaguer,Pacific,Sur Occidente,,Sur,
MX,Jalisco,Zacoalco de Torres,West,Area 3,Occidente,Sureste,
CO,Valle del Cauca,La Victoria,Pacific,Sur Occidente,,Sur,
CO,Antioquia,Cañasgordas,Central,Antioquia / Eje Cafetero,,Centro,
SV,Cabañas,Bosque,Paracentral,,,,
CL,Los Ríos,Río Bueno,Southern,Sur,,,
CO,Valle del Cauca,San Pedro,Pacific,Sur Occidente,,Sur,
BR,Minas Gerais,São Geraldo do Baixio,Sudeste,,,,AM de Rest of Minas
MX,Oaxaca,San Andrés Cabecera Nueva,Southwest,Area 6,,,
MX,Puebla,Ocoyucan,East,Area 4,Sur,Occidente Pacífico,AM de Puebla
BR,Minas Gerais,Bom Jardim de Minas,Sudeste,,,,AM de Rest of Minas
AR,Resto de la Provincia de Buenos Aires,,Provincia de Buenos Aires,,,,AMBA
BR,Santa Catarina,Balneário Barra do Sul,Sul,,,,AM de Rest of Santa Catarina
PE,Lima,Magdalena del Mar,,,,,AM de Lima
CO,La Guajira,Fonseca,,Costa Atlantica,,Norte,
BR,Pernambuco,Verdejante,Nordeste,,,,AM de Rest of Pernambuco
PE,Pasco,Yanahuanca,Central,,,,
BR,Paraná,Santa Isabel do Ivaí,Sul,,,,AM de Rest of Parana
BR,Mato Grosso do Sul,Brasilândia,Centro-Oeste,,,,AM de Rest of Mato Grosso Sul
NI,Masaya,San Juan de La Concepción,Region II,,,,
BR,Tocantins,Arapoema,Norte,,,,
CL,Valparaíso,Putaendo,Central,,,,
