Country,state,city,region,region_alt,region_alt_2,region_alt_atlantia,am
SV,Santa Ana,Valeriano,Occidental,,,,
SV,Usulután,Las Piletas,Oriental,,,,
SV,Cabañas,Zapote,Paracentral,,,,
NI,Masaya,Portillo,Region II,,,,
SV,Morazán,Chaparral,Oriental,,,,
SV,La Union ,Hacienda Monares,Oriental,,,,
NI,Nueva Segovia,San Juan,Region III,,,,
SV,San Salvador,El Jutio,Central,,,,
NI,Estelí,San Pedro,Region II,,,,
CL,Biobío,San Pedro de la Paz,,,,,AM de Concepción
NI,Matagalpa,Rancherías,Region III,,,,
CR,Guanacaste,La Arena,,,,,
CR,Guanacaste,Penca,Other,,,,
VE,Miranda,Chacao,Capital,,,,
SV,San Miguel,Guanaste,Oriental,,,,
CO,Valle del Cauca,Puerto Tejada,,Sur Occidente,,Sur,
VE,Dependencias Federales,Isla Los Testigos,Insular,,,,
SV,San Miguel,San Marcos,Oriental,,,,
UY,Soriano,Coquimbo,Litoral,,,,
EC,Manabí,Rocafuerte,,,,,
CL,Biobío,Santa Juana,,,,,AM de Concepción
SV,Sonsonate,El Bebedero,Occidental,,,,
NI,Managua,El Martillo,Region I,,,,
NI,Rivas,El Valle,Region II,,,,
NI,Chinandega,Talpetate,Region III,,,,
MX,Oaxaca,Santo Tomás Mazaltepec,Southwest,Area 6,,,
NI,Rivas,Berlín,Region II,,,,
CR,Guanacaste,Cebadilla,Other,,,,
CR,Heredia,San Miguel Norte,Other,,,,
CR,Guanacaste,Sierra,Other,,,,
CR,Alajuela,Palo,Alajuela,,,,
CR,Heredia,Montero,Other,,,,
SV,Santa Ana,Los Chilamates,Occidental,,,,
CR,Guanacaste,San Luis,Other,,,,
SV,Santa Ana,Las Piedritas,Occidental,,,,
NI,Carazo,El Abra,Region II,,,,
CO,Nariño,Pasto,Pacific,Sur Occidente,,Sur,AM de Cali
UY,Florida,Florida,,,,,
SV,Cabañas,Santa Cruz,Paracentral,,,,
NI,Carazo,El Panamá,Region II,,,,
SV,La Union ,Valle Nuevo,Oriental,,,,
CL,Antofagasta,,Big North,,,,AM de Santiago
NZ,Waipa District,,,,,,
SV,Chalatenango,Río Grande de Alvarado,Central,,,,
VE,Sucre,Carúpano,,,,,
SV,La Libertad,Hacienda Jocote,Central,,,,
CL,Metropolitana de Santiago,San Miguel,Metropolitana de Santiago,,,,
CR,San José,Aserrí,,,,,
SV,Usulután,La Cabaña,Oriental,,,,
NI,León,Chagüite Grande,Region II,,,,
CR,Limón,Virginia,Other,,,,
CL,Ñuble,Quirihue,,,,,
BR,São Paulo,Itapecerica da Serra,Sudeste,,,,
SV,San Miguel,Teponahuaste,Oriental,,,,
CL,Metropolitana de Santiago,Lo Prado,,Metropolitana,,,AM de Santiago
BR,São Paulo,,Sudeste,,,,AM de Belo Horizonte
CL,La Araucanía,Pucón,,,,,
VE,Táchira,San Juan de Colón,,,,,
UY,Soriano,Puntas Duraznito,Litoral,,,,
UY,Canelones,Tala,,,,,
SV,Ahuachapán,El Diamante,Occidental,,,,
PE,Callao,,Lima and Callao,,,,AM de Lima
UY,Rocha,Paso del Bañado,Este,,,,
CR,Guanacaste,Naranjos Agrios,Other,,,,
EC,Cotopaxi,Salcedo,,,,,
NI,Jinotega,Tanque,Region IV,,,,
SV,Santa Ana,Granada,Occidental,,,,
SV,San Miguel,Escarbadero,Oriental,,,,
EC,Cotopaxi,Latacunga,,,,,
VE,Zulia,La Cañada de Urdaneta,Zuliana,,,,
CO,Meta,Cabuyaro,,Oriente,,,
SV,Morazán,Las Joyas,Oriental,,,,
BR,São Paulo,Taubaté,Sudeste,,,,AM de Rest of SP
AR,Santiago del Estero,Los Telares,Noroeste,,,,
CO,Meta,Granada,Orinoquia,Oriente,,,
CL,Biobío,Concepción,Southern,,,,AM de Concepción
MX,Nuevo León,Guadalupe,Northeast,Area 2,Norte,Norte,AM de Monterrey
VE,Mérida,El Vigía,Los Andes,,,,
BR,Santa Catarina,Balneário Piçarras,Sul,,,,AM de Rest of Santa Catarina
BR,Paraná,Inácio Martins,Sul,,,,AM de Rest of Parana
MX,Guanajuato,Guanajuato,North-Central,Area 3,Occidente,Sureste,AM de Guanajuato
PE,Lima,Santiago de Surco,Lima and Callao,,,,AM de Lima
AR,Mendoza,Godoy Cruz,Cuyo,,,,Gran Mendoza
CL,Metropolitana de Santiago,Macul,Metropolitana de Santiago,Metropolitana,,,AM de Santiago
BR,Minas Gerais,Perdizes,Sudeste,,,,AM de Rest of Minas
SV,Usulután,,Oriental,,,,
BR,Ceará,São Gonçalo do Amarante,Nordeste,,,,AM de Fortaleza
MX,Chihuahua,Jimenez,Northwest,Area 2,Norte,Norte,
MX,Nayarit,Tepic,West,Area 1,Centro,Central Bajio,AM de Tepic
NI,Boaco,Camaopa,Region III,,,,
EC,Los Ríos,Babahoyo,Costa/Cost,,,,
MX,Hidalgo,Mineral De La Reforma,East,Area 4,Sur,Occidente Pacífico,AM de Pachuca de Soto
BR,Bahia,Xique-Xique,Nordeste,,,,AM de Rest of Bahia
UY,Montevideo,Villa García,Metropolitana,,,,
PE,La Libertad,Huamachuco,North,,,,
UY,Montevideo,Sayago,Metropolitana,,,,
BR,Pará,Vigia,Norte,,,,
CL,Coquimbo,La Serena,Little North,,,,AM de La Serena
BR,Minas Gerais,Serrania,Sudeste,,,,AM de Rest of Minas
BR,São Paulo,Gastão Vidigal,Sudeste,,,,AM de Rest of SP
BR,Minas Gerais,Unaí,Sudeste,,,,AM de Rest of Minas
MX,Jalisco,Ocotlan,West,Area 3,Occidente,Sureste,
BR,Rio Grande do Norte,Santa Cruz,Nordeste,,,,
SV,Cabañas,Potrero de Batres,Paracentral,,,,
BR,Espírito Santo,Domingos Martins,Sudeste,,,,AM de Rest of Espirito Santo
BR,Paraíba,Igaracy,Nordeste,,,,
BR,Bahia,Ituberá,Nordeste,,,,AM de Rest of Bahia
BR,Minas Gerais,Miravânia,Sudeste,,,,AM de Rest of Minas
BR,Rio Grande do Norte,Goianinha,Nordeste,,,,
CR,Cartago,Carmen,Cartago,,,,
CR,Limón,Roxana,Other,,,,
BR,Maranhão,Pirapemas,Nordeste,,,,
MX,Hidalgo,Tepeji Del Rio De Ocampo,East,Area 4,Sur,Occidente Pacífico,
GT,Quetzaltenango,Salcajá,Region VI- Suroccidental,,,,
BR,Paraná,Andirá,Sul,,,,AM de Rest of Parana
BR,Bahia,Araci,Nordeste,,,,AM de Rest of Bahia
BR,Minas Gerais,Conceição das Alagoas,Sudeste,,,,AM de Rest of Minas
CR,Alajuela,Poasito,Alajuela,,,,
BR,São Paulo,Ubarana,Sudeste,,,,AM de Rest of SP
EC,Loja,Gonzanamá,Sierra,Sierra,,Sierra,
PR,Puerto Rico Other,,Other,,,,Guayama
BR,Alagoas,Viçosa,Nordeste,,,,
BR,Alagoas,Porto Calvo,Nordeste,,,,
BR,São Paulo,Orindiúva,Sudeste,,,,AM de Rest of SP
BR,Paraná,Jaguapitã,Sul,,,,AM de Rest of Parana
CL,Valparaíso,Olmué,Central,Centro,,,
BR,Pernambuco,Bonito,Nordeste,,,,AM de Rest of Pernambuco
SV,San Miguel,Lolotique,Oriental,,,,
BR,Minas Gerais,Tupaciguara,Sudeste,,,,AM de Rest of Minas
CO,Antioquia,Guatapé,Central,Antioquia / Eje Cafetero,,Centro,
BR,Maranhão,Barão de Grajaú,Nordeste,,,,
MX,Jalisco,Jamay,West,Area 3,Occidente,Sureste,
UY,Rocha,Lascano,Este,,,,
BR,Rio Grande do Norte,Pau dos Ferros,Nordeste,,,,
BR,Tocantins,Angico,Norte,,,,
MX,Estado de México,Texcoco,South-Central,Area 4,Sur,Occidente Pacífico,AM de Ciudad de México
BR,Ceará,Guaramiranga,Nordeste,,,,AM de Rest of Ceara
BR,Paraná,Barracão,Sul,,,,AM de Rest of Parana
AR,Río Negro,Ñorquinco,Patagonia,,,,
BR,Paraná,Contenda,Sul,,,,AM de Curitiba
BR,Sergipe,Boquim,Nordeste,,,,
CO,Córdoba,San Carlos,Atlantic,Costa Atlantica,,Norte,AM de Montería
CO,Bolívar,Calamar,Atlantic,Costa Atlantica,,Norte,
BR,Paraná,Guamiranga,Sul,,,,AM de Rest of Parana
PR,Carolina,Canóvanas,Other,,,,San Juan
SV,San Miguel,Colonia Milagro de La Paz,Oriental,,,,
PA,Coclé,,Coclé,,,,
BR,Bahia,Várzea da Roça,Nordeste,,,,AM de Rest of Bahia
BR,Paraná,Ourizona,Sul,,,,AM de Rest of Parana
BR,Santa Catarina,Irineópolis,Sul,,,,AM de Rest of Santa Catarina
BR,Goiás,Iaciara,Centro-Oeste,,,,AM de Rest of Goias
BR,Bahia,Pé de Serra,Nordeste,,,,AM de Rest of Bahia
BR,Minas Gerais,Vargem Alegre,Sudeste,,,,AM de Rest of Minas
MX,Puebla,Tlapanala,East,Area 4,Sur,Occidente Pacífico,
PE,Cuzco,,South,,,,
BR,Paraná,Ângulo,Sul,,,,AM de Rest of Parana
PE,Ica,Subtanjalla,Central,,,,
MX,Tlaxcala,Amaxac de Guerrero,East,Area 4,Sur,Occidente Pacífico,AM de Tlaxcala
NI,Managua,Casa Sola,Region I,,,,
CO,Bolívar,Simití,Atlantic,Costa Atlantica,,Norte,
BR,São Paulo,Riversul,Sudeste,,,,AM de Rest of SP
PY,Concepción,Arroyito,Oriental,,,,
MX,Michoacán de Ocampo,Coeneo,West,Area 3,Occidente,Sureste,
CO,Tolima,Ataco,Central,Centro,,Andes,
MX,Guerrero,Copala,Southwest,Area 4,Sur,Occidente Pacífico,
NI,Rivas,Buenos Aires,Region II,,,,
BR,Minas Gerais,Prados,Sudeste,,,,AM de Rest of Minas
SV,Cabañas,Guacotecti,Paracentral,,,,
NI,Boaco,Asunción,Region III,,,,
CO,Antioquia,Montebello,Central,Antioquia / Eje Cafetero,,Centro,
CO,Huila,La Argentina,Central,Sur Occidente,,Sur,
CR,Cartago,Palomo,Cartago,,,,
BR,Minas Gerais,Caraí,Sudeste,,,,AM de Rest of Minas
BR,Minas Gerais,Matutina,Sudeste,,,,AM de Rest of Minas
BR,Santa Catarina,Palmeira,Sul,,,,AM de Rest of Santa Catarina
AR,La Pampa,Bernasconi,Patagonia,,,,
MX,Morelos,Ocuituco,South-Central,Area 4,Sur,Occidente Pacífico,
MX,Jalisco,San Ignacio Cerro Gordo,West,Area 3,Occidente,Sureste,
BR,São Paulo,Bento de Abreu,Sudeste,,,,AM de Rest of SP
SV,Usulután,Aguacayo,Oriental,,,,
SV,San Salvador,Jutillo,Central,,,,
CR,Puntarenas,Puntarenitas,Other,,,,
CR,Alajuela,Rosales,Alajuela,,,,
BR,Rio Grande do Sul,Sete de Setembro,Sul,,,,AM de Rest of Rio Grande do Sul
CO,Cundinamarca,Guatavita,Central,Centro,,Andes,
MX,Zacatecas,Santa María de la Paz,North-Central,Area 2,Norte,Norte,
CO,Nariño,San José,Pacific,Sur Occidente,,Sur,
BR,Minas Gerais,Jesuânia,Sudeste,,,,AM de Rest of Minas
SV,Chalatenango,El Chupadero,Central,,,,
NI,Rivas,La Flor,Region II,,,,
SV,Chalatenango,Nueva Trinidad,Central,,,,
UY,Paysandú,Porvenir,Norte,,,,
EC,El Oro,Atahualpa,Costa/Cost,,,,
SV,Morazán,,Oriental,,,,
BR,Rio Grande do Sul,São Leopoldo,Sul,,,,
NI,Granada,Tepetate Granada,Region II,,,,
NI,Chinandega,Barquito,Region III,,,,
BR,Rio Grande do Sul,Passa Sete,Sul,,,,AM de Rest of Rio Grande do Sul
BR,Rio Grande do Sul,Monte Belo do Sul,Sul,,,,AM de Rest of Rio Grande do Sul
BR,Piauí,Joca Marques,Nordeste,,,,
VE,Dependencias Federales,Islas Los Hermanos,Insular,,,,
BR,Piauí,Pau d'Arco do Piauí,Nordeste,,,,
CR,Alajuela,San Rafael Guatuso,Alajuela,,,,
MX,Estado de México,Otzoloapan,South-Central,Area 4,Sur,Occidente Pacífico,
PE,Lima,San Juan de Lurigancho,,,,,AM de Lima
NI,Granada,El Agua Agria,Region II,,,,
SV,Cuscatlán,Finca el Carmen,Central,,,,
ES,Lugo,,Galicia,,,,
SV,San Miguel,Caserío Las Marías,Oriental,,,,
UY,Treinta y Tres,Valentines,Este,,,,
CO,Amazonas,Puerto Alegría,Amazonica,Sur Occidente,,Sur,
SV,La Libertad,La Puebla,Central,,,,
SV,Chalatenango,Las Trancas,Central,,,,
NI,Rivas,El Gigante,Region II,,,,
SV,La Libertad,Hacienda Las Flores,Central,,,,
CR,Guanacaste,Montenegro,Other,,,,
CO,Sucre,Buenavista,Atlantic,Costa Atlantica,,Norte,AM de Sincelejo
MX,Oaxaca,San Miguel del Puerto,Southwest,Area 6,,,
CL,Ñuble,Portezuelo,Southern,,,,
MX,Oaxaca,San Pedro Totolapa,Southwest,Area 6,,,
PR,Mayagüez,Isabela,Other,,,,Aguadilla - Isabela - San Sebastian
BR,Paraná,Londrina,Sul,,,,
UY,Florida,San Gabriel,Centro-sur,,,,
NI,Boaco,El Embudo,Region III,,,,
UY,Flores,Las Violetas,Centro-sur,,,,
NI,León,Caserío Santa Elena,Region II,,,,
CR,Cartago,Ticura,Cartago,,,,
CR,San José,Jaboncillo,San Jose,,,,
SV,La Union ,Hacienda San Cayetano,Oriental,,,,
SV,Ahuachapán,Cantón El Zarzal,Occidental,,,,
CR,Heredia,Medios,Other,,,,
UY,Río Negro,Independencia,Litoral,,,,
CR,Guanacaste,Garza,Other,,,,
UY,Durazno,Cerro Convento,Centro-sur,,,,
SV,La Paz,San José Buena Vista,Paracentral,,,,
SV,La Union ,El Zapotal,Oriental,,,,
PY,Ñeembucú,Guazucuá,Oriental,,,,
CR,Guanacaste,Panamá,Other,,,,
NI,Matagalpa,La China,Region III,,,,
SV,Sonsonate,San Luis,Occidental,,,,
PE,Junín,Perené,,,,,
SV,Morazán,Cañaveral,Oriental,,,,
NI,León,Santa Rita,Region II,,,,
SV,Santa Ana,La Piedrona,Occidental,,,,
CR,Alajuela,Magallanes,Alajuela,,,,
PA,Colón,,,,,,
CO,Casanare,,Orinoquia,Oriente,,,AM de Bogotá
SV,Santa Ana,El Shiste,Occidental,,,,
NI,Rivas,La Galpa,Region II,,,,
SV,La Libertad,Las Quebradas,Central,,,,
NZ,Clutha District,,,,,,
CR,Guanacaste,Cañas,,,,,
UY,Montevideo,Piedras Blancas,,,,,
NI,León,Tempate,Region II,,,,
CR,Limón,La Peria,Other,,,,
SV,Santa Ana,El Palo Negro,Occidental,,,,
UY,Durazno,San José de las Cañas,Centro-sur,,,,
CR,Puntarenas,Puerto Dominical,Other,,,,
NI,Jinotega,El Coyolar,Region IV,,,,
SV,Usulután,San Nicolás Lempa,Oriental,,,,
CR,Limón,La Junta,Other,,,,
CR,Puntarenas,La Isla,Other,,,,
PR,Ponce,Lares,,,,,Aguadilla - Isabela - San Sebastian
SV,Ahuachapán,El Coco,Occidental,,,,
CR,Alajuela,Vasconia,Alajuela,,,,
SV,La Union ,Los Ortez,Oriental,,,,
SV,La Paz,Buena Vista Arriba,Paracentral,,,,
NI,León,El Porvenir,Region II,,,,
UY,Rivera,Poblado la Villa,Norte,,,,
UY,Rivera,Zanja Honda,Norte,,,,
SG,Pasir Ris,,East Region,,,,
BR,Rio Grande do Sul,São Sepé,Sul,,,,
SV,Chalatenango,San Francisco,Central,,,,
NI,Matagalpa,Paso de Carreta,Region III,,,,
NI,Estelí,Potrerillo,Region II,,,,
UY,Tacuarembó,Rincón de Yaguarí,Norte,,,,
CR,Alajuela,Cuesta Colorada,Alajuela,,,,
CR,San José,Escasu,,,,,
PA,Coclé,Antón,,,,,
NI,Chinandega,La Vaca,Region III,,,,
NI,Matagalpa,San Andrés,Region III,,,,
MX,Veracruz de Ignacio de la Llave,Orizaba,East,Area 6,,,AM de Villahermosa
NI,Chinandega,Las Pozas,Region III,,,,
SV,Santa Ana,Majoma,Occidental,,,,
BR,Rio de Janeiro,Belford Roxo,Sudeste,,,,
MX,Oaxaca,Santiago Lalopa,Southwest,Area 6,,,
SV,Ahuachapán,San José,Occidental,,,,
UY,Rivera,Poblado Lapuente,Norte,,,,
PR,Bayamón,,Other,,,,
AR,Resto de la Provincia de Buenos Aires,La Plata,Provincia de Buenos Aires,,,,AMBA
BR,Paraná,São Jorge d´Oeste,Sul,,,,
NI,Madriz,Trapichito,Region III,,,,
SV,Morazán,La Isleta,Oriental,,,,
BR,Paraná,Almirante Tamandaré,Sul,,,,
CL,Metropolitana de Santiago,Providencia,,Metropolitana,,,AM de Santiago
CR,Limón,Kody,Other,,,,
SV,La Libertad,Loma Alta,Central,,,,
GT,Quetzaltenango,San Martín Sacatepéquez,,,,,
CO,Guaviare,,Amazonica,Oriente,,,AM de Medellín
SV,Cuscatlán,Valle de Animas,Central,,,,
CO,Valle del Cauca,Cali,Pacific,Sur Occidente,,Sur,AM de Cali
BR,São Paulo,São Bernardo do Campo,Sudeste,,,,AM de São Paulo
BR,Rio Grande do Sul,São Leopoldo,Sul,,,,AM de Porto Alegre
BR,Bahia,Caculé,Nordeste,,,,AM de Rest of Bahia
CL,Coquimbo,Salamanca,Little North,Norte,,,
BR,Espírito Santo,Cariacica,Sudeste,,,,AM de Vitória
CO,Casanare,Yopal,Orinoquia,Oriente,,,
GT,Santa Rosa,Santa Rosa de Lima,Region IV- Suroriental,,,,
BR,Ceará,Tauá,Nordeste,,,,AM de Rest of Ceara
BR,Goiás,Cristalina,Centro-Oeste,,,,AM de Brasilia
CO,Valle del Cauca,Darién,Pacific,Sur Occidente,,Sur,
MX,Zacatecas,Guadalupe,North-Central,Area 2,Norte,Norte,AM de Zacatecas
BR,Rio Grande do Sul,Ipê,Sul,,,,AM de Rest of Rio Grande do Sul
BR,Maranhão,Imperatriz,Nordeste,,,,
BR,Rio Grande do Sul,Tupanciretã,Sul,,,,AM de Rest of Rio Grande do Sul
PA,Chiriquí,Boquete,Chiriqui,,,,
BR,Minas Gerais,Coronel Murta,Sudeste,,,,AM de Rest of Minas
AR,Córdoba,Villa General Belgrano,Centro,,,,
AR,Resto de la Provincia de Buenos Aires,Las Flores,Provincia de Buenos Aires,,,,
BR,Bahia,Aramari,Nordeste,,,,AM de Rest of Bahia
CO,Cundinamarca,Chipaque,Central,Centro,,Andes,
BR,Pernambuco,Serra Talhada,Nordeste,,,,AM de Rest of Pernambuco
CL,Valparaíso,La Ligua,Central,Centro,,,
PE,Junín,Chanchamayo,Central,,,,
PE,Cuzco,Sicuani,South,,,,
MX,Estado de México,Malinalco,South-Central,Area 4,Sur,Occidente Pacífico,
MX,Zacatecas,Juan Aldama,North-Central,Area 2,Norte,Norte,
BR,Minas Gerais,Araguari,Sudeste,,,,AM de Rest of Minas
NI,Atlántico Sur,El Rama,Region IV,,,,
BR,São Paulo,Pederneiras,Sudeste,,,,AM de Rest of SP
CO,Bolívar,Turbaco,Atlantic,Costa Atlantica,,Norte,AM de Cartagena
BR,Bahia,Dário Meira,Nordeste,,,,AM de Rest of Bahia
BR,Minas Gerais,Itamarandiba,Sudeste,,,,AM de Rest of Minas
GT,Quetzaltenango,Almolonga,Region VI- Suroccidental,,,,
AR,La Pampa,Puelches,Patagonia,,,,
BR,Minas Gerais,Paula Cândido,Sudeste,,,,AM de Rest of Minas
CO,Sucre,,Atlantic,Costa Atlantica,,Norte,
BR,Rio Grande do Sul,Sobradinho,Sul,,,,AM de Rest of Rio Grande do Sul
CO,Caquetá,Puerto Rico,Amazonica,Sur Occidente,,Sur,
BR,Santa Catarina,Corupá,Sul,,,,AM de Rest of Santa Catarina
BR,São Paulo,Alfredo Marcondes,Sudeste,,,,AM de Rest of SP
CO,Tolima,Saldaña,Central,Centro,,Andes,
BR,Rio de Janeiro,Engenheiro Paulo de Frontin,Sudeste,,,,AM de Rest of Rio
BR,Alagoas,Jaramataia,Nordeste,,,,
CR,San José,Los Yoses,San Jose,,,,
MX,Oaxaca,Santo Domingo Tehuantepec,Southwest,Area 6,,,
UY,Canelones,Barra de Carrasco,Metropolitana,,,,
CR,Cartago,Corralillo,Cartago,,,,
BR,Bahia,Retirolândia,Nordeste,,,,AM de Rest of Bahia
CO,Cauca,El Bordo,Pacific,Sur Occidente,,Sur,
BR,Rio Grande do Sul,Esmeralda,Sul,,,,AM de Rest of Rio Grande do Sul
BR,Roraima,Cantá,Norte,,,,AM de Boa Vista
SV,San Miguel,San Rafael Oriente,Oriental,,,,
BR,Maranhão,Vila Nova dos Martírios,Nordeste,,,,
BR,Santa Catarina,São Joaquim,Sul,,,,AM de Rest of Santa Catarina
BR,Maranhão,Bequimão,Nordeste,,,,
CR,San José,Turrujal,San Jose,,,,
BR,Santa Catarina,Turvo,Sul,,,,AM de Rest of Santa Catarina
BR,Paraná,Cruzeiro do Sul,Sul,,,,AM de Rest of Parana
BR,Rio Grande do Norte,Carnaúba dos Dantas,Nordeste,,,,
CR,Alajuela,Pital,Alajuela,,,,
BR,Maranhão,São João do Carú,Nordeste,,,,
UY,Rivera,Hospital,Norte,,,,
BR,Rio Grande do Sul,Itapuca,Sul,,,,AM de Rest of Rio Grande do Sul
PE,Piura,Los Órganos,North,,,,
PE,Lambayeque,Lagunas,North,,,,
BR,Paraíba,Salgadinho,Nordeste,,,,
CO,Cundinamarca,Cucunubá,Central,Centro,,Andes,
UY,Tacuarembó,Larrayo,Norte,,,,
MX,Michoacán de Ocampo,Cherán,West,Area 3,Occidente,Sureste,
BR,São Paulo,Duartina,Sudeste,,,,AM de Rest of SP
UY,Canelones,Paso de Carrasco,Metropolitana,,,,
BR,Rio Grande do Sul,Glorinha,Sul,,,,AM de Porto Alegre
AR,San Juan,San José de Jáchal,Cuyo,,,,
MX,Puebla,Santa Isabel Cholula,East,Area 4,Sur,Occidente Pacífico,
CO,Santander,San Miguel,Oriental,Oriente,,,
BR,Piauí,Bertolínia,Nordeste,,,,
CR,San José,Santiago de Puriscal,San Jose,,,,
BR,Tocantins,Arraias,Norte,,,,
CL,Maule,Yerbas Buenas,Central,,,,
PY,Boquerón,Loma Plata,Occidental,,,,
BR,Rio Grande do Norte,Senador Elói de Souza,Nordeste,,,,
BR,Minas Gerais,Itamarati de Minas,Sudeste,,,,AM de Rest of Minas
BR,Pará,Gurupá,Norte,,,,
BR,Ceará,Ararendá,Nordeste,,,,AM de Rest of Ceara
BR,Maranhão,Guimarães,Nordeste,,,,
MX,Hidalgo,San Salvador,East,Area 4,Sur,Occidente Pacífico,
EC,Chimborazo,Guano,Sierra,Sierra,,Sierra,
BR,Santa Catarina,Flor do Sertão,Sul,,,,AM de Rest of Santa Catarina
SV,San Salvador,Los Andes,Central,,,,
BR,Paraná,Iporã,Sul,,,,AM de Rest of Parana
BR,São Paulo,Potirendaba,Sudeste,,,,AM de Rest of SP
BR,Sergipe,São Domingos,Nordeste,,,,
MX,Estado de México,Ixtapan del Oro,South-Central,Area 4,Sur,Occidente Pacífico,
MX,Guerrero,Tlapehuala,Southwest,Area 4,Sur,Occidente Pacífico,
BR,Rio Grande do Sul,Dom Pedro de Alcântara,Sul,,,,AM de Rest of Rio Grande do Sul
CO,Nariño,Nariño,,Sur Occidente,,Sur,
MX,Jalisco,San Diego de Alejandria,West,Area 3,Occidente,Sureste,
NI,Managua,San Antonio,Region I,,,,
BR,São Paulo,Murutinga do Sul,Sudeste,,,,AM de Rest of SP
VE,Carabobo,Valencia,Central,,,,
CO,Caquetá,Belén Andaquíes,Amazonica,Sur Occidente,,Sur,
CR,Alajuela,Sucre,Alajuela,,,,
BR,Paraná,Bom Sucesso do Sul,Sul,,,,AM de Rest of Parana
EC,El Oro,Balsas,Costa/Cost,Costa,,Costa,
BR,Maranhão,Jenipapo dos Vieiras,Nordeste,,,,
SV,Sonsonate,Cuisnahuat,Occidental,,,,
UY,Montevideo,Pueblo Ituzaingó,Metropolitana,,,,
HN,Francisco Morazán,,,,,,
CL,Los Lagos,Quinchao,Southern,,,,
SV,Santa Ana,Caserío San Luis,Occidental,,,,
CR,Alajuela,Alto del Monte,Alajuela,,,,
SV,La Paz,Jalponguita,Paracentral,,,,
MX,Michoacán de Ocampo,Aguililla,West,Area 3,Occidente,Sureste,
GT,Chimaltenango,Pochuta,Region V- Central,,,,
BR,Rio Grande do Sul,Nova Pádua,Sul,,,,AM de Rest of Rio Grande do Sul
EC,Azuay,Guachapala,Sierra,,,,
SV,Cabañas,Jutiapa,Paracentral,,,,
PE,Lambayeque,Manuel Mesones Muro,North,,,,
SV,La Paz,Talpa,Paracentral,,,,
SV,La Libertad,Cantón El Tránsito,Central,,,,
PE,Callao,Ventanilla,,,,,AM de Lima
BR,Rio Grande do Sul,Unistalda,Sul,,,,AM de Rest of Rio Grande do Sul
CR,Alajuela,Morazán,Alajuela,,,,
SV,Cuscatlán,Tecoluca,Central,,,,
CR,San José,Bajo de Tulín,San Jose,,,,
CR,Guanacaste,Cañitas,Other,,,,
SV,San Miguel,San José,Oriental,,,,
CR,Heredia,El Muelle,Other,,,,
UY,Canelones,Echevarría,Metropolitana,,,,
SV,La Paz,Candelaria,Paracentral,,,,
BR,Rio Grande do Sul,São Domingos do Sul,Sul,,,,AM de Rest of Rio Grande do Sul
NI,Chontales,San Agustín,Region III,,,,
CL,Coquimbo,,Little North,,,,
SV,Sonsonate,Cantón El Cacao,Occidental,,,,
MX,Oaxaca,Santa María Coyotepec,Southwest,Area 6,,,AM de Oaxaca
SV,La Libertad,Las Lomas,Central,,,,
MX,Puebla,Tzicatlacoyan,East,Area 4,Sur,Occidente Pacífico,
UY,Salto,Lavalleja,Norte,,,,
MX,Oaxaca,San Baltazar Loxicha,Southwest,Area 6,,,
PY,Cordillera,San José Obrero,Oriental,,,,
NI,Chinandega,Rodeo Grande,Region III,,,,
SV,Chalatenango,El Matazano,Central,,,,
NI,Matagalpa,Yucica-Sur,Region III,,,,
CR,Cartago,Esperanza,Cartago,,,,
CR,Limón,Bristol,Other,,,,
NI,Nueva Segovia,Apalí,Region III,,,,
CR,Guanacaste,Paso Tempisque,Other,,,,
SV,Ahuachapán,Las Mesas,Occidental,,,,
VE,Aragua,Maracay,,,,,AM de Maracay
SV,Sonsonate,Anal Arriba y Anal Abajo,Occidental,,,,
SV,La Union ,La Garita,Oriental,,,,
EC,El Oro,El Guabo,,,,,
SV,Ahuachapán,Caserío Los Magueyes,Occidental,,,,
SV,Usulután,El Chile,Oriental,,,,
NI,Managua,Tamarindo,Region I,,,,
MX,Sonora,Nácori Chico,Northwest,Area 1,Centro,Central Bajio,
UY,Soriano,Came,Litoral,,,,
CR,Puntarenas,Palenque Manuel,Other,,,,
BR,Rio Grande do Sul,Sapucaia do Sul,Sul,,,,
CR,Guanacaste,Piedras,Other,,,,
SV,Santa Ana,Portezuelo de La Cañada,Occidental,,,,
SV,Usulután,El Porvenir,Oriental,,,,
CR,Alajuela,Rancho Chico,Alajuela,,,,
PY,Ñeembucú,Villa Franca,Oriental,,,,
SV,Ahuachapán,La Palma,Occidental,,,,
CL,Biobío,Talcahuano,,Sur,,,AM de Concepción
PE,Junín,Chanchamayo,,,,,
SV,La Union ,Sincuya,Oriental,,,,
NI,León,La Morada,Region II,,,,
SV,La Union ,Ojushtillo,Oriental,,,,
BR,São Paulo,Itu,Sudeste,,,,
SV,San Miguel,Ostucal,Oriental,,,,
UY,Tacuarembó,San Ramón,Norte,,,,
EC,Imbabura,Otavalo,,,,,
SV,La Libertad,Hacienda Plan de La Laguna,Central,,,,
SV,San Miguel,Río de Vargas,Oriental,,,,
SV,Sonsonate,Valle El Carrizal,Occidental,,,,
MX,Ciudad de México,Álvaro Obregón,South-Central,Area 2,Norte,Norte,AM de Ciudad de México
UY,Durazno,Pantanosa de Cuadra,Centro-sur,,,,
VE,Mérida,Sucre,,,,,AM de Mérida
